name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Baía dos Golfinhos,Caxias,2.8,289,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Portuguese
Baretto,São Bento,3.8,27,12 € for two people (approx.),12,Debit Cards accepted,cuisine4,Juices
Chá de Cores,São Domingos de Benfica,3.4,5,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Bakery
Heart Beats Lisboa,Campo Grande,3.3,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Petiscos
Groove,Saldanha,3.8,151,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Grill
O Jugo do Lavrador,Benfica,3.8,56,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Snack Bar
Josephine Bistrô & Bar,Mouraria,4.1,176,20 € for two people (approx.),20,Cash only,cuisine4,Desserts
O Cantinho Alentejano,Amora,3.3,6,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Petiscos
Eurobitoque,Mem Martins,3.2,4,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Finger Food
Kitchen Dates,Telheiras,4.1,42,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Desserts
Leblon,Costa da Caparica,4.2,336,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine4,Beverages
O Galhardo Madragoa Tapas Bar & Petiscos,Madragoa,3.6,17,40 € for two people (approx.) with alcohol,40,Cash only,cuisine4,Portuguese
Na Medida - Beer Self Service,Cascais Centro,3.6,15,15 € for two people (approx.),15,Cash only,cuisine4,Tapas
Fixe e Mix,Carcavelos,2.9,21,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine4,Finger Food
Sociedade,Parede,4.0,58,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Burger
Marialfarroba,Parque das Nações,3.7,44,18 € for two people (approx.),18,Cash and Debit Cards accepted,cuisine4,Cafe
Gelataria Ice Pleasures,Benfica,3.8,55,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Finger Food
Sabores e Encantos de Azeitão,Azeitão,3.9,64,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Tea
Kailua - Fonte da Telha,Costa da Caparica,4.3,327,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Portuguese
4 Elementos,Reboleira,-,1,30 € for two people (approx.),30,Cash only,cuisine4,Petiscos
Simplesmente Café,Queluz,3.4,4,10 € for two people (approx.),10,Cash only,cuisine4,Healthy Food
Malitas cozinha com amor,Sesimbra Centro,4.0,38,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Coffee
Timila,Queluz,3.3,3,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Snack Bar
Maris Stella - Pousada Cascais Cidadela Historic Hotel,Cascais Centro,3.5,4,55 € for two people (approx.),55,Cash and Cards accepted,cuisine4,Beverages
Navegadoors,Baixa,3.9,129,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Beverages
Espaço Edla,Sintra Centro,4.1,86,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Tea
Fábrica Coffee Roasters,Avenida da Liberdade,4.2,526,12 € for two people (approx.),12,Cash and Cards accepted,cuisine4,Tea
A Virtuosa,Saldanha,3.5,9,20 € for two people (approx.),20,Cash only,cuisine4,Healthy Food
Pastelaria Brejoense,Azeitão,3.9,64,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Pizza
Creperia da Vila,Quinta do Conde,3.4,4,12 € for two people (approx.),12,Cash only,cuisine4,Finger Food
Paralelo 45,Marquês de Pombal,3.9,60,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Portuguese
Amicini - Malvarosa,Alverca do Ribatejo,3.9,203,10 € for two people (approx.),10,Cash and Cards accepted,cuisine4,Crepes
Crossroad Cafe,Baixa,3.6,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Portuguese
Dacquoise,Campo de Ourique,4.3,76,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine4,Cafe
O Forno de Carnaxide,Carnaxide,3.7,35,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Portuguese
Pastelaria O Garfo II,Oeiras e São Julião da Barra,2.9,11,20 € for two people (approx.),20,Cash only,cuisine4,Bakery
Great Mess,Carcavelos,3.8,33,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine4,International
Joshua's Shoarma,Benfica,3.8,109,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Grill
David da Buraca,Benfica,4.0,684,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Steak
Rendez Vous Bistro - Altis Grand Hotel,Avenida da Liberdade,3.8,22,45 € for two people (approx.),45,Cash and Cards accepted,cuisine4,Contemporary
Taberna do Zé,Venda do Pinheiro,-,2,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Pizza
Sabores da Odete,Oeiras e São Julião da Barra,3.3,4,12 € for two people (approx.),12,Cash only,cuisine4,Petiscos
Tasquim,Santo António dos Cavaleiros,3.6,16,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Desserts
Chiado Terrasse,Chiado,3.8,85,8 € for two people (approx.),8,Cash and Cards accepted,cuisine4,Desserts
Cooperativa ALDEA,Colares,3.7,16,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Vegetarian
Maré,Sesimbra Centro,2.9,21,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Grill
MadalenAS,Restelo,3.8,39,15 € for two people (approx.),15,Cash only,cuisine4,Desserts
Despensa N6,Campo Pequeno,4.2,613,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Crepes
Bellezza D'Itália,Campo Pequeno,3.7,69,38 € for two people (approx.),38,Cash only,cuisine4,Finger Food
Tasquizio - Casa de Petiscos,Estoril,3.4,5,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Finger Food
O Inácio,Loures Centro,-,2,25 € for two people (approx.),25,Cash only,cuisine4,Seafood
Café com Calma,Marvila,4.1,406,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine4,Petiscos
Café Central da Pontinha,Pontinha,3.4,3,22 € for two people (approx.),22,Cash and Debit Cards accepted,cuisine4,Cafe
Marina Lounge,Setubal Centro,3.3,9,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Ice Cream
A Maria da Taberna,Odivelas Centro,4.3,448,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Tapas
Alto do Bairro - Tapas e Cocktails Bar,Bairro Alto,3.7,18,25 € for two people (approx.),25,Cash only,cuisine4,Finger Food
Café Pastelaria Mira Verde,Algés,3.1,2,18 € for two people (approx.),18,Cash only,cuisine4,Snack Bar
Village Bar Caneças,Caneças,-,2,20 € for two people (approx.) with alcohol,20,Cash only,cuisine4,Beverages
Andremar,Queijas,2.7,33,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Bakery
Café Janis,Cais do Sodré,4.5,266,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Portuguese
O Sinal,Marquês de Pombal,3.6,31,15 € for two people (approx.),15,Cash only,cuisine4,Finger Food
Confeitaria Vitória,Saldanha,3.7,39,8 € for two people (approx.),8,Cash and Cards accepted,cuisine4,Portuguese
Café do Canto,Mem Martins,3.2,0,10 € for two people (approx.),10,Cash only,cuisine4,Juices
Forno Beirão,Rio de Mouro,3.8,26,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Portuguese
Pizzeria Pikas Ristorante,Birre,3.8,45,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Vegetarian
Get A Crepe,Campo Pequeno,3.8,74,10 € for two people (approx.),10,Cash only,cuisine4,Crepes
Fishtail,Alcântara,3.6,26,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Vegetarian
Bar - Hotel ibis Lisboa Liberdade,Avenida da Liberdade,-,0,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,cuisine4,Desserts
Duna da Cresmina,Guincho,4.1,126,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Finger Food
BANANACAFE - Praça de Londres,Areeiro,3.9,59,14 € for two people (approx.),14,Cash and Cards accepted,cuisine4,Juices
RoberTine,Príncipe Real,3.7,12,30 € for two people (approx.) with alcohol,30,Cash only,cuisine4,Steak
Rebel Asian,Cais do Sodré,4.1,34,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Japanese
Tony's Pizza Burguer,Costa da Caparica,4.0,172,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine4,Finger Food
Bar Fidélio - Vila Galé Ópera,Alcântara,3.4,6,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine4,Pizza
Verde Amarelo,Costa da Caparica,4.0,502,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Sushi
Boca Doce,Carcavelos,3.5,14,15 € for two people (approx.),15,Cash only,cuisine4,Desserts
Churrasqueira Bom Pito,Cacém,3.5,10,18 € for two people (approx.),18,Cash and Debit Cards accepted,cuisine4,BBQ
7 Desejos,Ericeira,3.4,9,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Cafe
Bar Boss New Generation,Carcavelos,2.7,19,14 € for two people (approx.) with alcohol,14,Cash and Cards accepted,cuisine4,Burger
Copélia,Pena,3.7,19,6 € for two people (approx.),6,Cash and Cards accepted,cuisine4,Portuguese
Bairro do Avillez,Chiado,4.6,"1,399",50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Fresh Fish
Ferro de Engomar,São Domingos de Benfica,3.6,9,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Cafe
Tapas e Bolos,Venteira,-,1,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine4,Finger Food
Baía Tejo,Rosário,4.0,99,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Petiscos
Tayybeh,Moscavide,4.6,233,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Middle Eastern
El Chanta,Alcântara,4.0,86,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Beverages
Rota dos Petiscos,Amora,3.6,20,24 € for two people (approx.),24,Cash only,cuisine4,Portuguese
Café Crioula,Damaia,-,2,10 € for two people (approx.),10,Cash only,cuisine4,African
A Nortenha,Pinhal Novo,-,2,15 € for two people (approx.),15,Cash only,cuisine4,Petiscos
New Saga Lisboa,Mina,-,1,25 € for two people (approx.),25,Cash only,cuisine4,Portuguese
Oliva Tapas Bar,Vila Franca de Xira Centro,3.8,18,25 € for two people (approx.) with alcohol,25,Cash and Debit Cards accepted,cuisine4,Finger Food
Quente e Bom,Algés,2.8,25,8 € for two people (approx.),8,Cash and Cards accepted,cuisine4,Portuguese
Miguel Laffan at Atlântico Bar & Restaurant,Estoril,4.4,219,70 € for two people (approx.),70,Cash and Cards accepted,cuisine4,Tapas
Casa do Castelo,Palmela Centro,4.1,123,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Mediterranean
"Fontana Bar & Lounge, DoubleTree by Hilton Lisbon - Fontana Park",Saldanha,3.9,29,65 € for two people (approx.) with alcohol,65,Cash and Cards accepted,cuisine4,Petiscos
Evian,Benfica,3.9,126,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Snack Bar
Cabana do Pescador,Costa da Caparica,2.6,51,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Beverages
Smile Olival,Lapa-Estrela,3.6,10,15 € for two people (approx.),15,Cash only,cuisine4,Snack Bar
Famous Restaurante Tapas Bar,Cascais Centro,3.4,13,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine4,Finger Food
Lovely Kebab & Pizza,Queluz,-,0,14 € for two people (approx.),14,Cash only,cuisine4,Indian
Tasca da Avenida,Setubal Centro,4.0,64,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine4,Grill
Brunch Me,Ericeira,4.4,245,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Crepes
Azul Profundo,Parque das Nações,3.6,17,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Snack Bar
Black Vanilla,Sintra Centro,3.7,14,12 € for two people (approx.),12,Cash and Cards accepted,cuisine4,Juices
Maika'i,Ericeira,3.7,16,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine4,Finger Food
Mar d'Sal,São Pedro do Estoril,2.6,99,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Finger Food
Benjamin Coffee House,Alcântara,4.1,82,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Juices
A nossa Brasa,Barreiro Centro,-,0,15 € for two people (approx.),15,Cash only,cuisine4,BBQ
Paraíso,Damaia,3.6,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Petiscos
Ori,Benfica,4.4,666,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Korean
O Pão da Avó,Vila Franca de Xira Centro,3.6,25,6 € for two people (approx.),6,Cash only,cuisine4,Pizza
Princesa,Costa da Caparica,3.7,48,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine4,Fresh Fish
O Cantinho do Likas,Linda-a-Velha,3.7,26,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Snack Bar
Xéxéxé,Costa da Caparica,4.3,156,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine4,Petiscos
Joaquim Caseiro Jesus,Campolide,3.1,2,6 € for two people (approx.),6,Cash only,cuisine4,Snack Bar
Ler Devagar,Alcântara,4.2,338,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Desserts
Damas,Graça,4.0,231,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Finger Food
S&A,Porto Salvo,-,0,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Petiscos
Ideias e Sabores,Moscavide,-,2,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine4,Portuguese
La Chandeleur,Penha de França,3.6,9,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Crepes
Turim - Turim Alameda Hotel,Areeiro,3.3,4,30 € for two people (approx.),30,Cash and Cards accepted,cuisine4,Portuguese
Manuel Caçador,Areeiro,2.9,10,35 € for two people (approx.),35,Cash and Cards accepted,cuisine4,Snack Bar
Café Bom Dia,Mem Martins,3.5,10,10 € for two people (approx.),10,Cash and Cards accepted,cuisine4,Portuguese
Green Beans,Bica,3.9,20,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Desserts
Vanilla Caffé,São Domingos de Rana,3.9,40,15 € for two people (approx.),15,Cash and Cards accepted,cuisine4,Finger Food
DesNorte,Bairro Alto,4.2,129,50 € for two people (approx.),50,Cash and Cards accepted,cuisine4,Portuguese
Central Mar e Sol,Charneca de Caparica,3.5,10,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Portuguese
Maison Collet,Odivelas Centro,3.6,17,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Petiscos
Royal Foodland Indiano,Laranjeiro,3.6,19,20 € for two people (approx.),20,Cash only,cuisine4,Turkish
Pacífico Restaurante,Carnaxide,2.7,288,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Grill
Barbatana Juicy Surf & Cafe,Ericeira,4.0,48,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine4,Beverages
Breadfast - Breakfast Delivery,Alfama,3.6,12,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Finger Food
La Argentina,São Bento,4.1,74,10 € for two people (approx.),10,Cash only,cuisine4,Cafe
Vitaminas Lounge,São Domingos de Benfica,-,1,8 € for two people (approx.),8,Cash only,cuisine4,Portuguese
À Parte,Saldanha,4.5,"1,611",45 € for two people (approx.),45,Cash and Cards accepted,cuisine4,Mediterranean
ISCO Padaria & Bistro,Alvalade,4.3,112,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Coffee
Pink Fire,Seixal Centro,-,3,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Petiscos
Vestigius,Cais do Sodré,4.1,352,55 € for two people (approx.),55,Cash and Cards accepted,cuisine4,Seafood
Sete Risos,Campolide,3.4,13,15 € for two people (approx.),15,Cards only,cuisine4,Finger Food
Simple Coffee and Bread,Restelo,3.9,56,20 € for two people (approx.),20,Cash and Cards accepted,cuisine4,Crepes
Milkees,Marquês de Pombal,4.0,53,12 € for two people (approx.),12,Cash only,cuisine4,Coffee
Filosofia,Campo Pequeno,4.3,330,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Beverages
Bellami Ice Cream,Sintra Centro,3.4,4,10 € for two people (approx.),10,Cash and Cards accepted,cuisine4,Finger Food
Rabo d'Pêxe,Saldanha,4.4,"1,195",60 € for two people (approx.),60,Cash and Cards accepted,cuisine4,Japanese
Padaria Renascente,Príncipe Real,-,2,13 € for two people (approx.),13,Cash and Cards accepted,cuisine4,Finger Food
Clube da Praia,Colares,2.7,66,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine4,Pizza
Sabor de Ourique,Campo de Ourique,-,3,10 € for two people (approx.),10,Cash only,cuisine4,Brazilian
Mimosa,Póvoa de Santo Adrião,-,0,8 € for two people (approx.),8,Cash only,cuisine4,Snack Bar
Aldea Café,São João das Lampas,3.6,29,25 € for two people (approx.),25,Cash only,cuisine4,Cafe
Esplanada Real Café,Mafra Centro,3.6,17,8 € for two people (approx.),8,Cash only,cuisine4,Desserts
Com Sabor Lisboa,Entrecampos,3.8,65,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine4,Burger
Lobby Bar - Tivoli Avenida Liberdade,Avenida da Liberdade,3.3,11,55 € for two people (approx.),55,Cash and Cards accepted,cuisine4,Portuguese
Bar do Peixe,Aldeia do Meco,4.2,188,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Portuguese
A Raposa,Sintra Centro,3.7,23,40 € for two people (approx.),40,Cash and Cards accepted,cuisine4,Tea
São Lourenço,Entrecampos,3.0,15,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine4,Snack Bar
Cardápio Mágico,Entrecampos,-,3,12 € for two people (approx.),12,Cash only,cuisine4,Snack Bar
Namur,Campo Pequeno,3.7,80,25 € for two people (approx.),25,Cash and Cards accepted,cuisine4,Finger Food
Chocolate & Pimenta,Estoril,3.7,19,12 € for two people (approx.),12,Cash and Cards accepted,cuisine4,Tea
